character,episode_number,episode_title,quote,season,tokening,emotions,polaridad,subjetividad,neg,neu,pos,compound
Chandler,22,Chandler`s Dad,Wait! Wait! We`d really love it if you could be there.,7,wait wait love,"[0.5, 0.6, 0.0, 0.323, 0.677, 0.6369]",0.5,0.6,0.0,0.323,0.677,0.6369
Phoebe,8,The Late Thanksgiving,"(panicking) But Emma`s got what it takes, she could go all the way!",10,panic get take way,"[0.0, 0.0, 0.524, 0.476, 0.0, -0.5106]",0.0,0.0,0.524,0.476,0.0,-0.5106
Chandler,7,Phoebe Runs,"She is gonna recognize that I did a nice thing and-and, appreciate it.",6,going to recognize nice thing appreciate,"[0.6, 1.0, 0.0, 0.421, 0.579, 0.6705]",0.6,1.0,0.0,0.421,0.579,0.6705
Rachel,7,The Race Car Bed,Okay.,3,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Chandler,2,Rachel`s Book,Ehh.,7,ehh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,4,The Metaphorical Tunnel,(entering) G. I. Joe! Cool! Can I play?,3,enter joe cool play,"[0.35, 0.65, 0.0, 0.299, 0.701, 0.5719]",0.35,0.65,0.0,0.299,0.701,0.5719
Phoebe,21,The Fake Monica,Lotsa things.,1,lotsa thing,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,6,The Dirty Girl,"Well, like that, only instead of a chair, it`s a pile of garbage. And instead of a jacket, it`s a pile of garbage. And instead of the end of the day, it`s the end of time, and garbage is all that has survived! (Ross takes the loosely tied tie off and hands it to Joey who puts it on.) Here.",4,like instead chair pile garbage instead jacket pile garbage instead end day end time garbage survive ross take loosely tie tie hand joey put,"[-0.07692307692307693, 0.2692307692307692, 0.0, 0.794, 0.206, 0.6908]",-0.07692307692307693,0.2692307692307692,0.0,0.794,0.206,0.6908
Rachel,22,The Donor,That`s not what we`re gonna do!,9,going to,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,12,All The Jealousy,"How would that go? (they kiss) Well, it didn`t rhyme, but I liked it.",3,kiss rhyme like,"[0.0, 0.0, 0.0, 0.159, 0.841, 0.6486]",0.0,0.0,0.0,0.159,0.841,0.6486
Monica,18,Joey`s Award,Really?,7,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,24,"The Proposal, Part I & II",Chandler loves marriage!!,6,chandler love marriage,"[0.5, 0.6, 0.0, 0.323, 0.677, 0.6369]",0.5,0.6,0.0,0.323,0.677,0.6369
Phoebe,16,The Cop,"Ohh, no. (Pause) Oh okay, so you`re a cop which means you can park anywhere, `cause I know that `cause I`m a cop too. So, all right, keep up the good work. 10-4. (Tries to leave.)",5,ohh pause oh okay cop mean park cause know cause cop right good work try leave,"[0.29330357142857144, 0.5808035714285714, 0.063, 0.684, 0.253, 0.5574]",0.29330357142857144,0.5808035714285714,0.063,0.684,0.253,0.5574
Phoebe,19,Joey`s Fridge,A chin dimple!,6,chin dimple,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,6,On The Last Night,"Well, one of you has to take the first step! And it should be you, because she`s the one who`s leaving. It`s harder for her!",6,step leave hard,"[-0.2916666666666667, 0.5416666666666666, 0.722, 0.278, 0.0, -0.1531]",-0.2916666666666667,0.5416666666666666,0.722,0.278,0.0,-0.1531
Monica,11,Phoebe`s Uterus,It`s gonna be so great.,4,going to great,"[0.8, 0.75, 0.0, 0.328, 0.672, 0.6249]",0.8,0.75,0.0,0.328,0.672,0.6249
Chandler,12,The Superbowl,Joey?,2,joey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,21,The Chick And The Duck,What?,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,10,Christmas In Tulsa,"Alright, well, maybe I should let you and the second prettiest girl in Oklahoma get back to work.",9,alright maybe let second pretty girl oklahoma work,"[0.125, 0.5, 0.0, 0.536, 0.464, 0.6369]",0.125,0.5,0.0,0.536,0.464,0.6369
Monica,2,Ross Hugs Rachel,"Rach, there`s something uh, important I have to tell you.",6,rach uh important tell,"[0.4, 1.0, 0.0, 0.625, 0.375, 0.2023]",0.4,1.0,0.0,0.625,0.375,0.2023
Ross,5,The Engagement Picture,"Well, excuse her for knowing what she wants to do with her life!",7,excuse know want life,"[-0.05, 0.05, 0.0, 0.435, 0.565, 0.1531]",-0.05,0.05,0.0,0.435,0.565,0.1531
Ross,15,Ross And Rachel... You Know,Mon.,2,mon,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,22,The Worst Best Man Ever,My-my ring? My-my wedding ring? The-the stripper stole my wedding ring?! H-how?! How could this all happen?!,4,ring wedding ring stripper steal wedding ring h happen,"[0.0, 0.0, 0.314, 0.686, 0.0, -0.4939]",0.0,0.0,0.314,0.686,0.0,-0.4939
Monica,14,They All Turn Thirty,Noo!!!,7,noo,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,19,All The Haste,"Oh, I know. Y`know what, I never would`ve gotten this if it weren`t for you. No really, when I`m with you I`m-I`m like this whole other guy, I love that guy! I mean, I love you too, a lot, but that guy! I-I love that guy!",4,oh know get like guy love guy mean love lot guy love guy,"[0.296875, 0.6218750000000001, 0.0, 0.373, 0.627, 0.9442]",0.296875,0.6218750000000001,0.0,0.373,0.627,0.9442
Joey,18,All The Poker,"Ahhh, I fold like a cheap hooker who got hit in the stomach by a fat guy with sores on his face. (the girls look at him, confused) Oh, I`m out.",1,ahhh fold like cheap hooker got hit stomach fat guy sore face girl look confused oh,"[0.0, 0.7, 0.236, 0.64, 0.123, -0.3182]",0.0,0.7,0.236,0.64,0.123,-0.3182
Joey,17,The Tea Leaves,"Huh. Okay. (Awkward silence.) So uh, I think I`m gonna take off.",8,huh okay awkward silence uh think going to,"[-0.04999999999999999, 0.75, 0.168, 0.632, 0.2, 0.0772]",-0.04999999999999999,0.75,0.168,0.632,0.2,0.0772
Phoebe,10,The Monkey,Hello?,1,hello,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,12,The Joke,It`s coming from the living room.,6,come living room,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,3,The Pediatrician,(Comes back into the living room) Rachel!!!,9,come living room rachel,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,1,The Jellyfish,"Well, I-I gotta go break up with Bonnie.",4,got to break bonnie,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,23,Ross`s Thing,"Oh, right! I completely forgot about that.",3,oh right completely forget,"[0.19285714285714284, 0.46785714285714286, 0.422, 0.578, 0.0, -0.2944]",0.19285714285714284,0.46785714285714286,0.422,0.578,0.0,-0.2944
Joey,16,The Boob Job,Oh! Sure! How much? Two thousand dollars?,9,oh sure thousand dollar,"[0.5, 0.8888888888888888, 0.0, 0.566, 0.434, 0.3182]",0.5,0.8888888888888888,0.0,0.566,0.434,0.3182
Chandler,23,In Barbados,What about the obsessive cleaning?,9,obsessive cleaning,"[0.0, 0.0, 0.655, 0.345, 0.0, -0.2263]",0.0,0.0,0.655,0.345,0.0,-0.2263
Chandler,16,The Truth About London,(To Monica) Should we call the spitter?,7,monica spitter,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,9,All The Candy,But they like it!,7,like,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.3612]",0.0,0.0,0.0,0.0,1.0,0.3612
Rachel,8,Rachel`s Other Sister,Amy! <pause> Yes I do.. I really do. <grabs Ross` hand for support>,9,amy pause yes grabs ross hand support,"[0.0, 0.0, 0.0, 0.317, 0.683, 0.8225]",0.0,0.0,0.0,0.317,0.683,0.8225
Chandler,22,The Screamer,Almost as good as that play with the two naked girls on the see-saw.,3,good play naked girl saw,"[0.35, 0.5, 0.0, 0.361, 0.639, 0.6486]",0.35,0.5,0.0,0.361,0.639,0.6486
Monica,18,All The Poker,Do you really want a job with Popular Mechanics?,1,want job popular mechanics,"[0.6, 0.9, 0.0, 0.328, 0.672, 0.4767]",0.6,0.9,0.0,0.328,0.672,0.4767
Phoebe,8,Nana Dies Twice,"I dunno, `cause you`re smart, you`re funny...",1,dunno cause smart funny,"[0.23214285714285715, 0.8214285714285714, 0.0, 0.263, 0.737, 0.6808]",0.23214285714285715,0.8214285714285714,0.0,0.263,0.737,0.6808
Phoebe,20,Mac And C.H.E.E.S.E.,"Don`t worry about me, I`m a robot! I`m just a machine!!",6,worry robot machine,"[0.0, 0.0, 0.592, 0.408, 0.0, -0.4404]",0.0,0.0,0.592,0.408,0.0,-0.4404
Ross,1,Joey and Rachel Kiss,Are you kidding? I have had some very dirty dreams about this...,10,kid dirty dream,"[-0.6, 0.8, 0.492, 0.169, 0.339, -0.2263]",-0.6,0.8,0.492,0.169,0.339,-0.2263
Phoebe,2,All The Kissing,"Wait, wait, remember when my water broke? (They all high-five again.)",5,wait wait remember water break high,"[0.16, 0.5399999999999999, 0.0, 1.0, 0.0, 0.0]",0.16,0.5399999999999999,0.0,1.0,0.0,0.0
Rachel,10,Monica`s Boots,"Joey, what are you doing?",8,joey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,23,In Barbados,I`m sorry... we... we can`t.,9,sorry,"[-0.5, 1.0, 1.0, 0.0, 0.0, -0.0772]",-0.5,1.0,1.0,0.0,0.0,-0.0772
Phoebe,16,Joey Moves Out,"Um, a chip. A tattoo, I`m getting a tattoo.",2,um chip tattoo get tattoo,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,7,Ross Moves In,What are we gonna do?,5,going to,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,11,Phoebe`s Uterus,Yeah!,4,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Joey,5,Rachel`s Sister Babysits,Always nice to meet a fan!,10,nice meet fan,"[0.6, 1.0, 0.0, 0.164, 0.836, 0.6249]",0.6,1.0,0.0,0.164,0.836,0.6249
Chandler,23,In Vegas,(looks around) Here justtake this. (Hands her the sweater.),5,look hand sweater,"[0.0, 0.0, 0.0, 0.385, 0.615, 0.4939]",0.0,0.0,0.0,0.385,0.615,0.4939
Monica,10,The Monkey,Vividly.,1,vividly,"[0.125, 0.75, 0.0, 1.0, 0.0, 0.0]",0.125,0.75,0.0,1.0,0.0,0.0
Ross,2,The Cat,"(whispering in her ear) Oh, that`s right! He called to ask out Monica! That-that`s gotta be embarrassing!",4,whispering ear oh right call ask monica got to embarrassing,"[0.2857142857142857, 0.5357142857142857, 0.224, 0.776, 0.0, -0.3818]",0.2857142857142857,0.5357142857142857,0.224,0.776,0.0,-0.3818
Phoebe,3,Ross`s Tan,"Ugh, Let`s just cut her out!",10,ugh cut,"[0.0, 0.0, 1.0, 0.0, 0.0, -0.5994]",0.0,0.0,1.0,0.0,0.0,-0.5994
Rachel,3,The Cuffs,Does it hurt?,4,hurt,"[0.0, 0.0, 1.0, 0.0, 0.0, -0.5267]",0.0,0.0,1.0,0.0,0.0,-0.5267
Phoebe,4,The Ballroom Dancing,What?,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,14,The Candy Hearts,Roger wants to take her out tomorrow night.,1,roger want tomorrow night,"[0.0, 0.0, 0.0, 0.698, 0.302, 0.0772]",0.0,0.0,0.0,0.698,0.302,0.0772
Ross,8,Nana Dies Twice,"What, what is it?",1,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,4,The Videotape,Thank God you`re here! You have to help me! Were you just talking to yourself?,8,thank god help talk,"[0.0, 0.0, 0.0, 0.12, 0.88, 0.743]",0.0,0.0,0.0,0.12,0.88,0.743
Joey,20,uld Yeller Dies,Oh yeah.,2,oh yeah,"[0.0, 0.0, 0.0, 0.312, 0.688, 0.296]",0.0,0.0,0.0,0.312,0.688,0.296
Chandler,14,The Candy Hearts,"No... no! And yet it did. Good-bye, Janice.",1,good bye janice,"[0.7, 0.6000000000000001, 0.0, 0.408, 0.592, 0.4404]",0.7,0.6000000000000001,0.0,0.408,0.592,0.4404
Phoebe,6,The Halloween Party,No I`m having fun. I`m reallyAnd I`m really-really excited for you and Ursula.,8,have fun excited ursula,"[0.3375, 0.475, 0.0, 0.26, 0.74, 0.6908]",0.3375,0.475,0.0,0.26,0.74,0.6908
Chandler,23,Ross`s Wedding,"All right, look, if you insist on wearing that, in public, y`know, you`re gonna spend the rest of the afternoon all by yourself.",4,right look insist wear public going to spend rest afternoon,"[0.14285714285714285, 0.3011904761904762, 0.0, 1.0, 0.0, 0.0]",0.14285714285714285,0.3011904761904762,0.0,1.0,0.0,0.0
Ross,13,Rachel`s Crush,"Cookies and porn, you`re the best mom ever!!",4,cookie porn good mom,"[0.7, 0.6000000000000001, 0.0, 0.508, 0.492, 0.4404]",0.7,0.6000000000000001,0.0,0.508,0.492,0.4404
Monica,3,Phoebe`s Cookies,Yeah!,7,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Rachel,14,The Prom Video,"[the shoulders of her dress keep falling off her shoulders] Is my hook unhooked? These things keep falling down, I can`t...",2,shoulder dress fall shoulder hook unhooked thing fall,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,9,Phoebe`s Dad,"Look at these authentic fake medals. I tell ya, mom`s gonna be voted best dressed at the make-believe military academy.",2,look authentic fake medal tell ya going to vote well dressed believe military academy,"[-0.03333333333333333, 0.6166666666666667, 0.161, 0.57, 0.269, 0.2732]",-0.03333333333333333,0.6166666666666667,0.161,0.57,0.269,0.2732
Monica,13,Rachel`s Crush,"Pretty much. (to Joey) So, what do you, what do you think of the floor?",4,pretty joey think floor,"[0.25, 1.0, 0.0, 0.484, 0.516, 0.4939]",0.25,1.0,0.0,0.484,0.516,0.4939
Phoebe,13,Monica And Richard Are Just Friends,"Oh, okay, I learned how to shoot a lay-up, a foul shot, and a twenty-three pointer.",3,oh okay learn shoot lay foul shot pointer,"[0.5, 0.5, 0.233, 0.583, 0.184, -0.128]",0.5,0.5,0.233,0.583,0.184,-0.128
Joey,12,Chandler`s Work Laugh,(snaps his fingers) He hooked up! He hooked up with someone.,5,snap finger hook hook,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,2,No One`s Ready,"Yeah. Whew, it`s hot with all of this stuff on. I ah, I better not do any, I don`t know, lunges. (starts doing lunges)",3,yeah whew hot stuff ah well know lunge start lunge,"[0.25, 0.8500000000000001, 0.0, 0.65, 0.35, 0.5106]",0.25,0.8500000000000001,0.0,0.65,0.35,0.5106
Monica,1,Ross Says Rachel,That`s true.,5,true,"[0.35, 0.65, 0.0, 0.0, 1.0, 0.4215]",0.35,0.65,0.0,0.0,1.0,0.4215
Phoebe,2,Emma Cries,(entering) Have I gone deaf?,9,enter go deaf,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,14,Joey`s Dirty Day,"Yeah. And y`know, if you wanna cry, that`s okay too.",4,yeah wanna cry okay,"[0.5, 0.5, 0.378, 0.122, 0.5, -0.0]",0.5,0.5,0.378,0.122,0.5,-0.0
Joey,13,Rachel`s Sister,But it really,6,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Chandler,1,Ross Says Rachel,"Oh, yay",5,oh yay,"[0.0, 0.0, 0.0, 0.227, 0.773, 0.5267]",0.0,0.0,0.0,0.227,0.773,0.5267
Joey,9,Underdog Gets Away,"Yeah, at Macy`s. You were the Obsession girl, right? I was the Aramis guy. (pretends to spray cologne) Aramis? Aramis?",1,yeah obsession girl right aramis guy pretend spray cologne aramis aramis,"[0.2857142857142857, 0.5357142857142857, 0.271, 0.571, 0.157, -0.1531]",0.2857142857142857,0.5357142857142857,0.271,0.571,0.157,-0.1531
Rachel,10,The Monkey,(Glances at Joey and then sips his coffee) There. Now there is.,1,glance joey sip coffee,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,14,The Prom Video,"Oh really? What uh, what does he want with her?",2,oh uh want,"[0.0, 0.0, 0.0, 0.606, 0.394, 0.0772]",0.0,0.0,0.0,0.606,0.394,0.0772
Monica,1,The Jellyfish,Oh damn the jellyfish. Damn all the jellyfish!,4,oh damn jellyfish damn jellyfish,"[0.0, 0.0, 0.643, 0.357, 0.0, -0.6597]",0.0,0.0,0.643,0.357,0.0,-0.6597
Joey,3,The Pediatrician,Hey!,9,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,1,"""I Do""",Yeah!,8,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Rachel,16,The Cop,What`s up Joe?,5,joe,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,11,The Apothecary Table,"Okay fine! I`ll-I`ll just tell her it`s an antique apothecary table, she doesn`t have to know where it came from. Oh! Look at this little drawers! Oh look-look it says that it holds 300 CDs.",6,okay fine tell antique apothecary table know come oh look little drawer oh look look say hold cd,"[0.24305555555555558, 0.5, 0.0, 0.812, 0.188, 0.4019]",0.24305555555555558,0.5,0.0,0.812,0.188,0.4019
Rachel,16,The Truth About London,Hi! Hi Ben!,7,hi hi ben,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,11,All The Cheesecakes,David! (He kisses her cheek) What-what are you doing here? Aren`t you supposed to be in Russia?,7,david kiss cheek suppose russia,"[0.0, 0.0, 0.0, 0.588, 0.412, 0.4215]",0.0,0.0,0.0,0.588,0.412,0.4215
Joey,9,Ross`s Sandwich,"Yeah, it was! All right, listen, I can`t",5,yeah right listen,"[0.2857142857142857, 0.5357142857142857, 0.0, 0.476, 0.524, 0.296]",0.2857142857142857,0.5357142857142857,0.0,0.476,0.524,0.296
Phoebe,7,Chandler Crosses The Line,"Hey! You were really great! You were really, really great!",4,hey great great,"[0.8, 0.75, 0.0, 0.109, 0.891, 0.8481]",0.8,0.75,0.0,0.109,0.891,0.8481
Ross,20,The Dullhouse,"Sorry I ah, I scared you in there.",3,sorry ah scare,"[-0.5, 1.0, 0.818, 0.182, 0.0, -0.5423]",-0.5,1.0,0.818,0.182,0.0,-0.5423
Rachel,21,The Cooking Class,"I`m fine, but that`s not important. What`s important is how was she?",8,fine important important,"[0.4055555555555556, 0.8333333333333334, 0.0, 0.0, 1.0, 0.5267]",0.4055555555555556,0.8333333333333334,0.0,0.0,1.0,0.5267
Chandler,12,The Joke,It`s my joke.,6,joke,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Chandler,18,The Lottery,(still on the phone)Damnit. Alright call me when you know more.,9,alright know,"[0.0, 0.0, 0.0, 0.333, 0.667, 0.25]",0.0,0.0,0.0,0.333,0.667,0.25
Phoebe,24,"The Proposal, Part I & II",Hm-mmm.,6,hm mmm,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,22,The Ick Factor,"Uh, ah. Unless you wanna stay over? I mean, I`m going to, so...",1,uh ah wanna stay mean go,"[-0.3125, 0.6875, 0.0, 1.0, 0.0, 0.0]",-0.3125,0.6875,0.0,1.0,0.0,0.0
Monica,2,All The Kissing,"Thank you. Rachel, can I talk to you outside for a sec?",5,thank rachel talk outside sec,"[-0.05, 0.325, 0.0, 0.615, 0.385, 0.3612]",-0.05,0.325,0.0,0.615,0.385,0.3612
Chandler,8,The Late Thanksgiving,Tell me more.,10,tell,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,18,The Hypnosis Tape,Frank! Hi!,3,frank hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,8,Chandler In A Box,Who gets whom. (They all look at him.) I don`t know why I do that.,4,get look know,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,14,Princess Consuela,"This is the single greatest day of my professional career. Gunther, six glasses!",10,single great day professional career gunther glass,"[0.2761904761904762, 0.3547619047619048, 0.0, 0.594, 0.406, 0.6249]",0.2761904761904762,0.3547619047619048,0.0,0.594,0.406,0.6249
Rachel,16,The Cop,"Well, I brought the next best thing.",5,bring good thing,"[0.7, 0.6000000000000001, 0.0, 0.408, 0.592, 0.4404]",0.7,0.6000000000000001,0.0,0.408,0.592,0.4404
Rachel,9,The Rumor,Okay. So what? You guys would just like get together and like just say mean things about me?,8,okay guy like like mean thing,"[0.09375, 0.59375, 0.0, 0.303, 0.697, 0.7096]",0.09375,0.59375,0.0,0.303,0.697,0.7096
Rachel,24,Barry And Mindy`s Wedding,"(singing) ""...marenge, thank you honey, and do the cha-cha. And while she like to be a star, Tony always tended bar. At the, wait, wait, everybody..""",2,singing marenge thank honey cha cha like star tony tend bar wait wait everybody,"[0.0, 0.0, 0.0, 0.706, 0.294, 0.6124]",0.0,0.0,0.0,0.706,0.294,0.6124
Monica,19,Rachel`s Dream,"You know what? I take back what I said before. You keep playing at the restaurant, because with your music driving people inside, my bar sales are going up like crazy.",9,know say play restaurant music drive people inside bar sale go like crazy,"[-0.6, 0.9, 0.139, 0.578, 0.283, 0.3612]",-0.6,0.9,0.139,0.578,0.283,0.3612
Monica,7,The Home Study,I told you! I am not coming to a naked wedding!,10,tell come naked wedding,"[0.0, 0.4, 0.0, 1.0, 0.0, 0.0]",0.0,0.4,0.0,1.0,0.0,0.0
Ross,19,Joey`s Fridge,Bye.,6,bye,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,5,The East German Laundry Detergent,Are you sure?,1,sure,"[0.5, 0.8888888888888888, 0.0, 0.0, 1.0, 0.3182]",0.5,0.8888888888888888,0.0,0.0,1.0,0.3182
Phoebe,20,uld Yeller Dies,"He doesn`t have rabies, he has babies. That`s what my mom said.",2,rabie baby mom say,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,1,The Princess Leia Fantasy,What?,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,1,No One Proposes,"Yes, you did!",9,yes,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.4019]",0.0,0.0,0.0,0.0,1.0,0.4019
Monica,20,Rachel`s Big Kiss,"All right that`s it, I give up! Whatever you want you can have it! You wanna sing a song? You wanna do a dance? You want your mom stand at the Alter and scream racial slurs? I don`t care!",7,right want wanna sing song wanna dance want mom stand alter scream racial slur care,"[0.2857142857142857, 0.5357142857142857, 0.138, 0.564, 0.297, 0.2732]",0.2857142857142857,0.5357142857142857,0.138,0.564,0.297,0.2732
Rachel,15,Joey`s New Brain,Ohh! (Exits.),7,ohh exits,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,23,In Vegas,That was Joey!,5,joey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,17,The Tea Leaves,Oh yeah. That makes sense.,8,oh yeah make sense,"[0.0, 0.0, 0.0, 0.577, 0.423, 0.296]",0.0,0.0,0.0,0.577,0.423,0.296
Rachel,18,All The Poker,(opening mail) Can you believe what a jerk Ross was being?,1,opening mail believe jerk ross,"[0.0, 0.0, 0.375, 0.625, 0.0, -0.34]",0.0,0.0,0.375,0.625,0.0,-0.34
Joey,1,No One Proposes,"(entering) Oh uh, hey Pheebs. Uh y`know what? I`ll-I`ll come back later. (He goes to leave but runs into Ross who`s entering.)",9,enter oh uh hey pheebs uh come later go leave run ross enter,"[0.0, 0.0, 0.091, 0.909, 0.0, -0.0516]",0.0,0.0,0.091,0.909,0.0,-0.0516
Rachel,11,The Apothecary Table,"Ross, she`s not weird, she just wants her stuff to be one of a kind.",6,ross weird want stuff kind,"[0.04999999999999999, 0.95, 0.202, 0.238, 0.56, 0.4588]",0.04999999999999999,0.95,0.202,0.238,0.56,0.4588
Rachel,22,Joey`s Big Break,Okay.,5,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Monica,17,The Ski Trip,Weren`t you nine?!,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Chandler,18,Rachel`s New Dress,"Yes it is! From now on, I have no first name.",4,yes,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.4019]",0.0,0.0,0.0,0.0,1.0,0.4019
Chandler,20,The Wedding Dresses,"You`re coming on to the entire room! (He goes over to pick up a stack of magazines next to her, and to get her attention, he throws them back down.) I`m Chandler.",4,come entire room go pick stack magazine attention throw chandler,"[0.0, 0.625, 0.0, 1.0, 0.0, 0.0]",0.0,0.625,0.0,1.0,0.0,0.0
Rachel,24,"The Proposal, Part I & II",I`m so happy and not at all jealous.,6,happy jealous,"[0.8, 1.0, 0.448, 0.0, 0.552, 0.1779]",0.8,1.0,0.448,0.0,0.552,0.1779
Chandler,6,The Nap Partners,Skidmark`s still got a way with the ladies.,7,get way lady,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,8,Ross`s Teeth,"Look I don`t know this baby. I don`t know if she`s a famous artist or not. You know, and I don`t want to be a jerk but you`re changing too much around here.",6,look know baby know famous artist know want jerk change,"[0.5, 1.0, 0.205, 0.684, 0.111, -0.2732]",0.5,1.0,0.205,0.684,0.111,-0.2732
Monica,3,Heckles Dies,You are not a freak. You`re a guy.,2,freak guy,"[0.0, 0.0, 0.744, 0.256, 0.0, -0.4404]",0.0,0.0,0.744,0.256,0.0,-0.4404
Joey,23,In Barbados,"Ok! All right, well... I`m gonna see if I can get a room for the night and I`ll... I`ll see you later!",9,ok right going to room night later,"[0.2619047619047619, 0.3452380952380952, 0.0, 0.732, 0.268, 0.296]",0.2619047619047619,0.3452380952380952,0.0,0.732,0.268,0.296
Ross,4,Rachel`s Assistant,All right! All right! Chandler entered a Vanilla Ice look-a-like contest and won!,7,right right chandler enter vanilla ice look like contest win,"[0.45714285714285713, 0.4904761904761905, 0.0, 0.559, 0.441, 0.743]",0.45714285714285713,0.4904761904761905,0.0,0.559,0.441,0.743
